Rank,Name,Number,Gender,Year
54,WENDY,194,Female,1971
55,TONY,188,Male,1971
55,ANNA,191,Female,1971
56,DAMIEN,177,Male,1971
56,JUSTINE,187,Female,1971
57,TODD,173,Male,1971
57,PATRICIA,181,Female,1971
58,COLIN,172,Male,1971
58,RACHAEL,179,Female,1971
59,JOSEPH,171,Male,1971
59,MELANIE,170,Female,1971
60,PATRICK,166,Male,1971
60,ANNE,168,Female,1971
61,NATHAN,165,Male,1971
61,MARY,165,Female,1971
62,MATHEW,162,Male,1971
62,PAULA,159,Female,1971
63,RAYMOND,162,Male,1971
63,ALLISON,158,Female,1971
64,WARREN,159,Male,1971
64,KERRIE,156,Female,1971
65,CAMERON,157,Male,1971
65,EMMA,152,Female,1971
66,GRAHAM,152,Male,1971
66,TONI,149,Female,1971
67,PHILIP,138,Male,1971
67,JODY,147,Female,1971
68,JEREMY,137,Male,1971
68,ROBYN,146,Female,1971
69,THOMAS,132,Male,1971
69,JANELLE,143,Female,1971
70,LUKE,130,Male,1971
70,NATASHA,143,Female,1971
71,JONATHAN,129,Male,1971
71,KERRY,139,Female,1971
72,ALAN,127,Male,1971
72,NARELLE,139,Female,1971
73,TREVOR,123,Male,1971
73,ANNETTE,138,Female,1971
74,ALEXANDER,119,Male,1971
74,CHERYL,137,Female,1971
75,KENNETH,119,Male,1971
75,KATHLEEN,137,Female,1971
76,NIGEL,116,Male,1971
76,JANINE,136,Female,1971
77,JOSHUA,113,Male,1971
77,VICKI,133,Female,1971
78,NEIL,113,Male,1971
78,BRONWYN,132,Female,1971
79,ROSS,113,Male,1971
79,CAROLYN,129,Female,1971
80,DAMIAN,111,Male,1971
80,MARGARET,129,Female,1971
81,SHAUN,109,Male,1971
81,SALLY,124,Female,1971
82,MALCOLM,106,Male,1971
82,TAMMY,123,Female,1971
83,GRAEME,103,Male,1971
83,PETA,113,Female,1971
84,EDWARD,101,Male,1971
84,MICHELE,112,Female,1971
85,BRUCE,98,Male,1971
85,VICTORIA,112,Female,1971
86,GARRY,98,Male,1971
86,STEPHANIE,109,Female,1971
87,ALLAN,97,Male,1971
87,CASSANDRA,107,Female,1971
88,MARCUS,90,Male,1971
88,DIANNE,106,Female,1971
89,HEATH,87,Male,1971
89,LEAH,106,Female,1971
90,MICHEAL,87,Male,1971
90,HEIDI,105,Female,1971
91,RUSSELL,87,Male,1971
91,JO-ANNE,101,Female,1971
92,MURRAY,86,Male,1971
92,JULIA,101,Female,1971
93,RONALD,86,Male,1971
93,PENELOPE,101,Female,1971
94,DARRIN,85,Male,1971
94,CINDY,100,Female,1971
95,LEE,85,Male,1971
95,LEONIE,99,Female,1971
96,CHRISTIAN,81,Male,1971
96,MAREE,97,Female,1971
97,DOUGLAS,81,Male,1971
97,DEBBIE,96,Female,1971
98,DARRYL,78,Male,1971
98,NAOMI,96,Female,1971
99,TERRY,78,Male,1971
99,SONYA,96,Female,1971
100,ASHLEY,76,Male,1971
100,JODI,95,Female,1971
1,DAVID,2016,Male,1970
1,MICHELLE,1199,Female,1970
2,JASON,1775,Male,1970
2,KAREN,991,Female,1970
3,MICHAEL,1721,Male,1970
3,LISA,885,Female,1970
4,ANDREW,1528,Male,1970
4,NICOLE,779,Female,1970
5,PAUL,1421,Male,1970
5,JOANNE,657,Female,1970
6,MARK,1314,Male,1970
6,KYLIE,657,Female,1970
7,PETER,1225,Male,1970
7,SHARON,653,Female,1970
8,JOHN,1087,Male,1970
8,JENNIFER,582,Female,1970
9,ANTHONY,973,Male,1970
9,KIM,582,Female,1970
10,SCOTT,957,Male,1970
10,JULIE,563,Female,1970
11,MATTHEW,945,Male,1970
11,TRACEY,537,Female,1970
12,ROBERT,943,Male,1970
12,MELISSA,523,Female,1970
13,DARREN,936,Male,1970
13,LEANNE,498,Female,1970
14,CRAIG,930,Male,1970
14,FIONA,467,Female,1970
15,STEPHEN,813,Male,1970
15,AMANDA,438,Female,1970
16,CHRISTOPHER,746,Male,1970
16,DONNA,438,Female,1970
17,STEVEN,665,Male,1970
17,SUSAN,430,Female,1970
18,JAMES,615,Male,1970
18,CATHERINE,429,Female,1970
19,SHANE,589,Male,1970
19,ELIZABETH,427,Female,1970
20,GREGORY,566,Male,1970
20,JODIE,394,Female,1970
21,RICHARD,523,Male,1970
21,TRACY,394,Female,1970
22,BRETT,507,Male,1970
22,MARIA,370,Female,1970
23,ADAM,486,Male,1970
23,BELINDA,366,Female,1970
24,SIMON,435,Male,1970
24,LINDA,354,Female,1970
25,WAYNE,415,Male,1970
25,CHRISTINE,339,Female,1970
26,RODNEY,374,Male,1970
26,LOUISE,329,Female,1970
27,DEAN,358,Male,1970
27,REBECCA,329,Female,1970
28,TIMOTHY,339,Male,1970
28,SANDRA,318,Female,1970
29,GLENN,327,Male,1970
29,VANESSA,315,Female,1970
30,IAN,321,Male,1970
30,TANYA,313,Female,1970
31,DANIEL,319,Male,1970
31,ANGELA,310,Female,1970
32,STUART,307,Male,1970
32,NATALIE,309,Female,1970
33,SEAN,302,Male,1970
33,DEBORAH,306,Female,1970
34,BRADLEY,292,Male,1970
34,ALISON,297,Female,1970
35,TROY,281,Male,1970
35,JACQUELINE,284,Female,1970
36,JUSTIN,248,Male,1970
36,SAMANTHA,276,Female,1970
37,PHILLIP,245,Male,1970
37,HELEN,274,Female,1970
38,WILLIAM,245,Male,1970
38,KELLY,263,Female,1970
39,GEORGE,243,Male,1970
39,JANE,258,Female,1970
40,GRANT,243,Male,1970
40,MEGAN,252,Female,1970
41,NICHOLAS,236,Male,1970
41,WENDY,248,Female,1970
42,MARTIN,233,Male,1970
42,RACHEL,245,Female,1970
43,GLEN,231,Male,1970
43,KATRINA,238,Female,1970
44,GEOFFREY,230,Male,1970
44,KATHRYN,236,Female,1970
45,KEVIN,215,Male,1970
45,DANIELLE,229,Female,1970
46,JEFFREY,212,Male,1970
46,SARAH,213,Female,1970
47,BRIAN,211,Male,1970
47,SUZANNE,211,Female,1970
48,JAMIE,204,Male,1970
48,KATHERINE,199,Female,1970
49,GAVIN,200,Male,1970
49,ANNA,190,Female,1970
50,WARREN,193,Male,1970
50,SIMONE,189,Female,1970
51,COLIN,188,Male,1970
51,PATRICIA,188,Female,1970
52,BENJAMIN,187,Male,1970
52,TANIA,188,Female,1970
53,GARY,183,Male,1970
53,CAROLYN,182,Female,1970
54,JOSEPH,170,Male,1970
54,KELLIE,170,Female,1970
55,ADRIAN,169,Male,1970
55,MARY,168,Female,1970
56,TONY,169,Male,1970
56,VICKI,166,Female,1970
57,PATRICK,161,Male,1970
57,JUSTINE,165,Female,1970
58,PHILIP,156,Male,1970
58,TINA,165,Female,1970
59,RAYMOND,155,Male,1970
59,KATHLEEN,162,Female,1970
60,TODD,154,Male,1970
60,MELINDA,157,Female,1970
61,CAMERON,140,Male,1970
61,ANNE,156,Female,1970
62,SHAUN,137,Male,1970
62,KERRIE,153,Female,1970
63,DAMIEN,135,Male,1970
63,CHERYL,145,Female,1970
64,GRAHAM,134,Male,1970
64,BRONWYN,144,Female,1970
65,MATHEW,131,Male,1970
65,KERRY,143,Female,1970
66,TREVOR,128,Male,1970
66,ROBYN,142,Female,1970
67,KENNETH,127,Male,1970
67,ANNETTE,141,Female,1970
68,ALAN,126,Male,1970
68,EMMA,139,Female,1970
69,LUKE,126,Male,1970
69,MARGARET,132,Female,1970
70,ALLAN,120,Male,1970
70,JANINE,129,Female,1970
71,NEIL,118,Male,1970
71,SALLY,129,Female,1970
72,RONALD,118,Male,1970
72,MICHELE,127,Female,1970
73,GARRY,116,Male,1970
73,SONIA,127,Female,1970
74,THOMAS,116,Male,1970
74,NARELLE,124,Female,1970
75,BRUCE,112,Male,1970
75,DIANNE,123,Female,1970
76,BRENDAN,111,Male,1970
76,DEBBIE,118,Female,1970
77,AARON,107,Male,1970
77,RACHAEL,117,Female,1970
78,ROSS,104,Male,1970
78,JULIA,116,Female,1970
79,EDWARD,103,Male,1970
79,TAMMY,116,Female,1970
80,GRAEME,102,Male,1970
80,JANELLE,115,Female,1970
81,JONATHAN,101,Male,1970
81,DEBRA,114,Female,1970
82,BARRY,98,Male,1970
82,CINDY,107,Female,1970
83,ALEXANDER,96,Male,1970
83,PAULA,106,Female,1970
84,NIGEL,96,Male,1970
84,PENELOPE,106,Female,1970
85,RUSSELL,94,Male,1970
85,PETA,106,Female,1970
86,MALCOLM,93,Male,1970
86,TERESA,106,Female,1970
87,DOUGLAS,88,Male,1970
87,STEPHANIE,105,Female,1970
88,NATHAN,86,Male,1970
88,TONI,105,Female,1970
89,DARRIN,81,Male,1970
89,ALLISON,104,Female,1970
90,RICKY,80,Male,1970
90,MAREE,104,Female,1970
91,MURRAY,76,Male,1970
91,SONYA,102,Female,1970
92,JEREMY,75,Male,1970
92,LEONIE,99,Female,1970
93,TERRY,75,Male,1970
93,CASSANDRA,97,Female,1970
94,DAMIAN,73,Male,1970
94,LYNETTE,96,Female,1970
95,GUY,73,Male,1970
95,BERNADETTE,94,Female,1970
96,GIUSEPPE,72,Male,1970
96,CAROLINE,94,Female,1970
97,MICHEAL,72,Male,1970
97,ANN,93,Female,1970
98,DALE,70,Male,1970
98,MELANIE,93,Female,1970
99,CHARLES,69,Male,1970
99,JODI,87,Female,1970
100,DENNIS,69,Male,1970
100,DIANE,86,Female,1970
1,DAVID,2193,Male,1969
1,MICHELLE,1208,Female,1969
2,MICHAEL,1685,Male,1969
2,KAREN,1087,Female,1969
3,MARK,1475,Male,1969
3,LISA,966,Female,1969
4,PAUL,1388,Male,1969
4,SHARON,864,Female,1969
5,ANDREW,1349,Male,1969
5,NICOLE,690,Female,1969
6,PETER,1298,Male,1969
6,JOANNE,627,Female,1969
7,JOHN,1151,Male,1969
7,JENNIFER,619,Female,1969
8,CRAIG,1046,Male,1969
8,JULIE,569,Female,1969
9,SCOTT,1017,Male,1969
9,LEANNE,550,Female,1969
10,ROBERT,995,Male,1969
10,KIM,539,Female,1969
11,ANTHONY,981,Male,1969
11,SUSAN,523,Female,1969
12,JASON,925,Male,1969
12,FIONA,491,Female,1969
13,DARREN,921,Male,1969
13,DONNA,487,Female,1969
14,STEPHEN,876,Male,1969
14,MELISSA,483,Female,1969
15,MATTHEW,853,Male,1969
15,TRACEY,468,Female,1969
16,CHRISTOPHER,747,Male,1969
16,CATHERINE,467,Female,1969
17,STEVEN,655,Male,1969
17,AMANDA,438,Female,1969
18,JAMES,599,Male,1969
18,KYLIE,438,Female,1969
19,GREGORY,570,Male,1969
19,ELIZABETH,392,Female,1969
20,SHANE,561,Male,1969
20,MARIA,369,Female,1969
21,RICHARD,538,Male,1969
21,LINDA,363,Female,1969
22,BRETT,477,Male,1969
22,JODIE,346,Female,1969
23,WAYNE,471,Male,1969
23,LOUISE,346,Female,1969
24,RODNEY,428,Male,1969
24,ANGELA,328,Female,1969
25,TIMOTHY,397,Male,1969
25,DEBORAH,325,Female,1969
26,ADAM,380,Male,1969
26,JACQUELINE,325,Female,1969
27,IAN,374,Male,1969
27,HELEN,324,Female,1969
28,SIMON,368,Male,1969
28,CHRISTINE,323,Female,1969
29,DEAN,360,Male,1969
29,TRACY,309,Female,1969
30,SEAN,355,Male,1969
30,BELINDA,301,Female,1969
31,STUART,326,Male,1969
31,SANDRA,298,Female,1969
32,PHILLIP,291,Male,1969
32,TANYA,296,Female,1969
33,GLENN,288,Male,1969
33,VANESSA,281,Female,1969
34,BRADLEY,285,Male,1969
34,KELLY,277,Female,1969
35,DANIEL,262,Male,1969
35,SUZANNE,272,Female,1969
36,BRIAN,250,Male,1969
36,ALISON,269,Female,1969
37,GEORGE,250,Male,1969
37,SAMANTHA,256,Female,1969
38,GARY,247,Male,1969
38,NATALIE,255,Female,1969
39,TROY,247,Male,1969
39,KATHRYN,251,Female,1969
40,WILLIAM,238,Male,1969
40,JANE,249,Female,1969
41,KEVIN,235,Male,1969
41,REBECCA,249,Female,1969
42,GEOFFREY,234,Male,1969
42,KATRINA,247,Female,1969
43,GRANT,230,Male,1969
43,WENDY,237,Female,1969
44,MARTIN,220,Male,1969
44,MEGAN,211,Female,1969
45,JEFFREY,219,Male,1969
45,VICKI,200,Female,1969
46,WARREN,207,Male,1969
46,MELINDA,195,Female,1969
47,NICHOLAS,203,Male,1969
47,RACHEL,192,Female,1969
48,COLIN,196,Male,1969
48,ROBYN,189,Female,1969
49,GLEN,182,Male,1969
49,ANNA,186,Female,1969
50,GRAHAM,179,Male,1969
50,KELLIE,186,Female,1969
51,GAVIN,177,Male,1969
51,CAROLYN,184,Female,1969
52,NEIL,177,Male,1969
52,PATRICIA,183,Female,1969
53,RAYMOND,172,Male,1969
53,TANIA,177,Female,1969
54,PHILIP,165,Male,1969
54,KERRY,174,Female,1969
55,TONY,164,Male,1969
55,MARY,174,Female,1969
56,ALAN,160,Male,1969
56,KERRIE,171,Female,1969
57,JAMIE,158,Male,1969
57,KATHERINE,169,Female,1969
58,BRUCE,153,Male,1969
58,DANIELLE,166,Female,1969
59,JOSEPH,153,Male,1969
59,ANNE,163,Female,1969
60,ADRIAN,151,Male,1969
60,SIMONE,158,Female,1969
61,PATRICK,151,Male,1969
61,ANNETTE,157,Female,1969
62,KENNETH,149,Male,1969
62,MARGARET,156,Female,1969
63,JUSTIN,148,Male,1969
63,DEBRA,155,Female,1969
64,GARRY,145,Male,1969
64,CHERYL,154,Female,1969
65,RONALD,134,Male,1969
65,KATHLEEN,154,Female,1969
66,THOMAS,132,Male,1969
66,TINA,152,Female,1969
67,TREVOR,130,Male,1969
67,SARAH,148,Female,1969
68,BENJAMIN,127,Male,1969
68,JANELLE,145,Female,1969
69,ALLAN,126,Male,1969
69,BRONWYN,143,Female,1969
70,ROSS,124,Male,1969
70,JUSTINE,143,Female,1969
71,TODD,121,Male,1969
71,SALLY,131,Female,1969
72,SHAUN,113,Male,1969
72,LYNETTE,127,Female,1969
73,EDWARD,108,Male,1969
73,JANINE,126,Female,1969
74,GRAEME,104,Male,1969
74,DEBBIE,123,Female,1969
75,JONATHAN,104,Male,1969
75,LEONIE,115,Female,1969
76,MALCOLM,102,Male,1969
76,MICHELE,115,Female,1969
77,MATHEW,101,Male,1969
77,SONIA,115,Female,1969
78,CAMERON,98,Male,1969
78,DIANNE,113,Female,1969
79,NIGEL,98,Male,1969
79,MAREE,113,Female,1969
80,RUSSELL,98,Male,1969
80,NARELLE,111,Female,1969
81,BARRY,95,Male,1969
81,PAULA,111,Female,1969
82,LUKE,83,Male,1969
82,JUDITH,110,Female,1969
83,RICKY,83,Male,1969
83,ANN,106,Female,1969
84,ROGER,83,Male,1969
84,SONYA,104,Female,1969
85,DARRIN,82,Male,1969
85,TONI,101,Female,1969
86,BRENDAN,80,Male,1969
86,ALLISON,98,Female,1969
87,NATHAN,80,Male,1969
87,PENELOPE,98,Female,1969
88,DAMIAN,79,Male,1969
88,VICTORIA,97,Female,1969
89,DAMIEN,79,Male,1969
89,DIANE,95,Female,1969
90,DALE,77,Male,1969
90,EMMA,94,Female,1969
91,DENNIS,77,Male,1969
91,TERESA,94,Female,1969
92,MURRAY,77,Male,1969
92,STEPHANIE,93,Female,1969
93,CHARLES,76,Male,1969
93,CINDY,92,Female,1969
94,DONALD,76,Male,1969
94,HEATHER,90,Female,1969
95,LEE,76,Male,1969
95,TAMMY,88,Female,1969
96,DOUGLAS,75,Male,1969
96,CAROLINE,87,Female,1969
97,KEITH,75,Male,1969
97,DENISE,87,Female,1969
98,AARON,71,Male,1969
98,BARBARA,86,Female,1969
99,DANNY,71,Male,1969
99,CASSANDRA,86,Female,1969
100,DARRYL,71,Male,1969
100,ALEXANDRA,85,Female,1969
1,DAVID,2032,Male,1968
1,KAREN,1109,Female,1968
2,MICHAEL,1729,Male,1968
2,LISA,1058,Female,1968
3,MARK,1476,Male,1968
3,MICHELLE,1049,Female,1968
4,PAUL,1439,Male,1968
4,SHARON,809,Female,1968
5,PETER,1407,Male,1968
5,JENNIFER,682,Female,1968
6,ANDREW,1266,Male,1968
6,LEANNE,612,Female,1968
7,JOHN,1221,Male,1968
7,DONNA,611,Female,1968
8,ANTHONY,993,Male,1968
8,SUSAN,544,Female,1968
9,CRAIG,950,Male,1968
9,CATHERINE,523,Female,1968
10,ROBERT,948,Male,1968
10,KIM,521,Female,1968
11,STEPHEN,911,Male,1968
11,JULIE,512,Female,1968
12,SCOTT,875,Male,1968
12,JOANNE,504,Female,1968
13,DARREN,864,Male,1968
13,NICOLE,463,Female,1968
14,MATTHEW,761,Male,1968
14,TRACEY,453,Female,1968
15,CHRISTOPHER,738,Male,1968
15,ELIZABETH,424,Female,1968
16,STEVEN,659,Male,1968
16,MARIA,412,Female,1968
17,GREGORY,594,Male,1968
17,FIONA,397,Female,1968
18,RICHARD,502,Male,1968
18,LINDA,395,Female,1968
19,WAYNE,494,Male,1968
19,JACQUELINE,379,Female,1968
20,JAMES,491,Male,1968
20,HELEN,356,Female,1968
21,BRETT,487,Male,1968
21,MELISSA,350,Female,1968
22,RODNEY,420,Male,1968
22,SANDRA,349,Female,1968
23,IAN,412,Male,1968
23,DEBORAH,337,Female,1968
24,JASON,402,Male,1968
24,CHRISTINE,329,Female,1968
25,TIMOTHY,376,Male,1968
25,JODIE,312,Female,1968
26,DEAN,360,Male,1968
26,AMANDA,300,Female,1968
27,ADAM,356,Male,1968
27,TRACY,294,Female,1968
28,SIMON,337,Male,1968
28,SUZANNE,286,Female,1968
29,UNNAMED,315,Male,1968
29,ANGELA,282,Female,1968
30,SHANE,309,Male,1968
30,LOUISE,282,Female,1968
31,STUART,297,Male,1968
31,KYLIE,278,Female,1968
32,SEAN,295,Male,1968
32,ALISON,261,Female,1968
33,GARY,288,Male,1968
33,WENDY,257,Female,1968
34,PHILLIP,281,Male,1968
34,JANE,248,Female,1968
35,BRADLEY,280,Male,1968
35,KATHRYN,247,Female,1968
36,GEOFFREY,269,Male,1968
36,BELINDA,245,Female,1968
37,GRANT,259,Male,1968
37,TANYA,242,Female,1968
38,WILLIAM,257,Male,1968
38,PATRICIA,223,Female,1968
39,GLENN,248,Male,1968
39,ROBYN,220,Female,1968
40,KEVIN,246,Male,1968
40,CAROLYN,209,Female,1968
41,DANIEL,240,Male,1968
41,MARY,205,Female,1968
42,BRIAN,227,Male,1968
42,KERRIE,204,Female,1968
43,JEFFREY,217,Male,1968
43,VICKI,201,Female,1968
44,MARTIN,210,Male,1968
44,KELLY,200,Female,1968
45,GEORGE,209,Male,1968
45,VANESSA,199,Female,1968
46,TROY,208,Male,1968
46,NATALIE,198,Female,1968
47,WARREN,207,Male,1968
47,ANNE,197,Female,1968
48,COLIN,202,Male,1968
48,TANIA,193,Female,1968
49,PHILIP,196,Male,1968
49,SAMANTHA,187,Female,1968
50,JOSEPH,188,Male,1968
50,KATRINA,185,Female,1968
51,GLEN,181,Male,1968
51,CHERYL,184,Female,1968
52,NICHOLAS,179,Male,1968
52,MEGAN,182,Female,1968
53,BRUCE,178,Male,1968
53,MELINDA,182,Female,1968
54,PATRICK,178,Male,1968
54,KERRY,180,Female,1968
55,GRAHAM,168,Male,1968
55,MARGARET,180,Female,1968
56,TONY,164,Male,1968
56,ANNA,166,Female,1968
57,GAVIN,156,Male,1968
57,DEBRA,166,Female,1968
58,RAYMOND,156,Male,1968
58,ANNETTE,161,Female,1968
59,RONALD,149,Male,1968
59,KATHERINE,160,Female,1968
60,NEIL,143,Male,1968
60,KATHLEEN,152,Female,1968
61,GARRY,140,Male,1968
61,REBECCA,152,Female,1968
62,ALAN,136,Male,1968
62,LYNETTE,142,Female,1968
63,GRAEME,131,Male,1968
63,JANELLE,139,Female,1968
64,ROSS,130,Male,1968
64,DIANNE,136,Female,1968
65,ALLAN,129,Male,1968
65,PAULA,134,Female,1968
66,SHAUN,127,Male,1968
66,NARELLE,132,Female,1968
67,BARRY,122,Male,1968
67,SIMONE,132,Female,1968
68,TREVOR,122,Male,1968
68,DEBBIE,126,Female,1968
69,KENNETH,121,Male,1968
69,MAREE,126,Female,1968
70,MALCOLM,119,Male,1968
70,SARAH,126,Female,1968
71,JUSTIN,118,Male,1968
71,KELLIE,125,Female,1968
72,ADRIAN,112,Male,1968
72,DANIELLE,124,Female,1968
73,RUSSELL,105,Male,1968
73,TONI,123,Female,1968
74,TODD,103,Male,1968
74,BRONWYN,122,Female,1968
75,JAMIE,100,Male,1968
75,RACHEL,120,Female,1968
76,THOMAS,92,Male,1968
76,SALLY,120,Female,1968
77,DOUGLAS,86,Male,1968
77,MICHELE,119,Female,1968
78,EDWARD,86,Male,1968
78,JUDITH,117,Female,1968
79,NIGEL,86,Male,1968
79,LEONIE,111,Female,1968
80,MATHEW,85,Male,1968
80,CAROLINE,107,Female,1968
81,BENJAMIN,81,Male,1968
81,PENELOPE,106,Female,1968
82,MURRAY,81,Male,1968
82,ALLISON,105,Female,1968
83,CAMERON,80,Male,1968
83,ANN,105,Female,1968
84,BRENDAN,79,Male,1968
84,DIANE,105,Female,1968
85,GIUSEPPE,79,Male,1968
85,JANINE,101,Female,1968
86,ROGER,78,Male,1968
86,SONIA,101,Female,1968
87,KEITH,77,Male,1968
87,TINA,101,Female,1968
88,ALEXANDER,75,Male,1968
88,DIANA,99,Female,1968
89,JONATHAN,74,Male,1968
89,STEPHANIE,98,Female,1968
90,LUKE,74,Male,1968
90,CAROL,97,Female,1968
91,TERRY,74,Male,1968
91,DENISE,97,Female,1968
92,DALE,72,Male,1968
92,TERESA,91,Female,1968
93,DARRIN,72,Male,1968
93,HEATHER,90,Female,1968
94,RICKY,70,Male,1968
94,RHONDA,90,Female,1968
95,ANTONIO,69,Male,1968
95,LEAH,88,Female,1968
96,DENNIS,68,Male,1968
96,LYNDA,88,Female,1968
97,CHARLES,67,Male,1968
97,JODI,87,Female,1968
98,LEE,67,Male,1968
98,THERESE,86,Female,1968
99,LESLIE,67,Male,1968
99,RUTH,81,Female,1968
100,WARWICK,66,Male,1968
100,SONYA,81,Female,1968
1,DAVID,2156,Male,1967
1,MICHELLE,1086,Female,1967
2,MICHAEL,1738,Male,1967
2,KAREN,1061,Female,1967
3,PETER,1483,Male,1967
3,LISA,861,Female,1967
4,PAUL,1474,Male,1967
4,SHARON,748,Female,1967
5,MARK,1346,Male,1967
5,DONNA,655,Female,1967
6,JOHN,1279,Male,1967
6,KIM,655,Female,1967
7,ANDREW,1193,Male,1967
7,JENNIFER,650,Female,1967
8,ROBERT,1088,Male,1967
8,JULIE,632,Female,1967
9,ANTHONY,989,Male,1967
9,SUSAN,582,Female,1967
10,CRAIG,911,Male,1967
10,LEANNE,552,Female,1967
11,STEPHEN,907,Male,1967
11,JOANNE,546,Female,1967
12,DARREN,899,Male,1967
12,CATHERINE,507,Female,1967
13,SCOTT,758,Male,1967
13,TRACEY,467,Female,1967
14,GREGORY,696,Male,1967
14,ELIZABETH,448,Female,1967
15,STEVEN,643,Male,1967
15,LINDA,414,Female,1967
16,CHRISTOPHER,597,Male,1967
16,SANDRA,408,Female,1967
17,JAMES,553,Male,1967
17,DEBORAH,402,Female,1967
18,RODNEY,540,Male,1967
18,MARIA,384,Female,1967
19,WAYNE,539,Male,1967
19,HELEN,371,Female,1967
20,RICHARD,481,Male,1967
20,FIONA,353,Female,1967
21,BRETT,473,Male,1967
21,NICOLE,337,Female,1967
22,MATTHEW,458,Male,1967
22,CHRISTINE,333,Female,1967
23,IAN,430,Male,1967
23,LOUISE,332,Female,1967
24,TIMOTHY,393,Male,1967
24,TRACY,313,Female,1967
25,SHANE,327,Male,1967
25,JACQUELINE,309,Female,1967
26,JASON,313,Male,1967
26,MELISSA,304,Female,1967
27,DEAN,309,Male,1967
27,SUZANNE,301,Female,1967
28,GLENN,287,Male,1967
28,AMANDA,291,Female,1967
29,SEAN,280,Male,1967
29,JANE,283,Female,1967
30,GARY,277,Male,1967
30,ANGELA,278,Female,1967
31,STUART,274,Male,1967
31,ALISON,276,Female,1967
32,PHILLIP,272,Male,1967
32,KATHRYN,276,Female,1967
33,BRIAN,271,Male,1967
33,WENDY,269,Female,1967
34,KEVIN,268,Male,1967
34,ANNE,261,Female,1967
35,SIMON,267,Male,1967
35,BELINDA,251,Female,1967
36,BRADLEY,262,Male,1967
36,ROBYN,251,Female,1967
37,WILLIAM,260,Male,1967
37,TANYA,232,Female,1967
38,GRANT,255,Male,1967
38,MARGARET,220,Female,1967
39,GEOFFREY,248,Male,1967
39,MARY,209,Female,1967
40,GEORGE,237,Male,1967
40,PATRICIA,207,Female,1967
41,MARTIN,221,Male,1967
41,TANIA,203,Female,1967
42,ADAM,215,Male,1967
42,VICKI,201,Female,1967
43,PHILIP,212,Male,1967
43,DEBRA,198,Female,1967
44,GRAHAM,211,Male,1967
44,CHERYL,192,Female,1967
45,DANIEL,204,Male,1967
45,CAROLYN,180,Female,1967
46,GLEN,196,Male,1967
46,KATRINA,179,Female,1967
47,RAYMOND,193,Male,1967
47,MEGAN,178,Female,1967
48,COLIN,189,Male,1967
48,KATHLEEN,173,Female,1967
49,WARREN,189,Male,1967
49,JODIE,172,Female,1967
50,BRUCE,188,Male,1967
50,NATALIE,170,Female,1967
51,JEFFREY,183,Male,1967
51,ANNA,168,Female,1967
52,JOSEPH,180,Male,1967
52,LYNETTE,167,Female,1967
53,PATRICK,162,Male,1967
53,ANNETTE,166,Female,1967
54,ALAN,156,Male,1967
54,KERRY,165,Female,1967
55,KENNETH,151,Male,1967
55,BRONWYN,163,Female,1967
56,TONY,148,Male,1967
56,KYLIE,161,Female,1967
57,TROY,141,Male,1967
57,KERRIE,154,Female,1967
58,NEIL,140,Male,1967
58,MELINDA,154,Female,1967
59,GRAEME,137,Male,1967
59,DIANNE,153,Female,1967
60,ALLAN,135,Male,1967
60,SAMANTHA,151,Female,1967
61,RONALD,135,Male,1967
61,ANN,148,Female,1967
62,THOMAS,134,Male,1967
62,KATHERINE,148,Female,1967
63,TREVOR,133,Male,1967
63,NARELLE,141,Female,1967
64,NICHOLAS,130,Male,1967
64,MICHELE,137,Female,1967
65,GARRY,128,Male,1967
65,MAREE,136,Female,1967
66,ROSS,119,Male,1967
66,VANESSA,136,Female,1967
67,BARRY,118,Male,1967
67,JANELLE,133,Female,1967
68,ADRIAN,107,Male,1967
68,DIANE,131,Female,1967
69,GAVIN,107,Male,1967
69,JUDITH,131,Female,1967
70,MALCOLM,107,Male,1967
70,SARAH,128,Female,1967
71,TODD,104,Male,1967
71,REBECCA,116,Female,1967
72,JONATHAN,101,Male,1967
72,DEBBIE,114,Female,1967
73,DENNIS,98,Male,1967
73,SALLY,114,Female,1967
74,SHAUN,93,Male,1967
74,TONI,114,Female,1967
75,RUSSELL,90,Male,1967
75,SONIA,111,Female,1967
76,DARRIN,82,Male,1967
76,LEONIE,109,Female,1967
77,DOUGLAS,80,Male,1967
77,RHONDA,109,Female,1967
78,JAMIE,79,Male,1967
78,ALLISON,104,Female,1967
79,JUSTIN,78,Male,1967
79,LYNDA,104,Female,1967
80,NIGEL,78,Male,1967
80,TINA,104,Female,1967
81,KEITH,76,Male,1967
81,KELLY,101,Female,1967
82,MURRAY,76,Male,1967
82,JANINE,100,Female,1967
83,ALEXANDER,75,Male,1967
83,HEATHER,99,Female,1967
84,EDWARD,75,Male,1967
84,DENISE,94,Female,1967
85,CHARLES,74,Male,1967
85,BARBARA,93,Female,1967
86,FRANK,73,Male,1967
86,SONYA,93,Female,1967
87,STEWART,73,Male,1967
87,STEPHANIE,90,Female,1967
88,LEE,72,Male,1967
88,BERNADETTE,88,Female,1967
89,TERRY,72,Male,1967
89,CHRISTINA,88,Female,1967
90,DONALD,70,Male,1967
90,SIMONE,88,Female,1967
91,ANTONIO,69,Male,1967
91,JODI,86,Female,1967
92,LESLIE,67,Male,1967
92,TERESA,86,Female,1967
93,ROGER,67,Male,1967
93,PAULA,85,Female,1967
